ts_code,metric_name,name,end_date,ann_date,industry,netprofit_margin_slope,netprofit_margin_log_slope,netprofit_margin_r_squared,netprofit_margin_p_value,netprofit_margin_cagr_approx,netprofit_margin_cagr,netprofit_margin_trend_direction,netprofit_margin_cv,netprofit_margin_std_dev,netprofit_margin_volatility_type,netprofit_margin_volatility_regime,netprofit_margin_has_deterioration,netprofit_margin_deterioration_severity,netprofit_margin_total_decline_pct,netprofit_margin_has_inflection,netprofit_margin_inflection_type,netprofit_margin_is_cyclical,netprofit_margin_current_phase,netprofit_margin_cycle_position,netprofit_margin_is_accelerating,netprofit_margin_is_decelerating,netprofit_margin_recent_3y_slope,netprofit_margin_robust_slope,netprofit_margin_mk_tau,netprofit_margin_mk_p_value,netprofit_margin_weighted_avg,netprofit_margin_latest_value,netprofit_margin_latest_vs_weighted_ratio,netprofit_margin_full_data_years,netprofit_margin_trend_window_years,netprofit_margin_has_structural_break,netprofit_margin_break_year_index,netprofit_margin_data_regime
000153.SZ,net_margin,丰原药业,20241231,20250411.0,化学制药,0.17637,0.05007289210090606,0.6962418952583849,0.07884754982428235,0.04596632857865335,0.04596632857865335,up,0.09702389180093461,0.3362576422923351,ultra_stable,decreasing_vol,False,none,-2.3927633498686856,False,none,False,rising,mid_up,False,True,-0.011695000263542754,0.16789166666666666,0.6,0.22067136191984693,3.553905,3.6795,1.0353399992402723,10,5,False,,stable
000155.SZ,net_margin,川能动力,20241231,20250428.0,新型电力,4.18195,0.18948077136466748,0.4527115577295585,0.21326673775815239,0.12725487259667956,0.12725487259667956,up,0.43074844936836526,10.895282358571531,moderate,stable,True,mild,-29.69867392848686,False,none,False,falling,mid_down,False,True,-0.1760777965058553,4.016183333333334,0.6,0.22067136191984693,26.548425,23.7506,0.8946142756114533,10,5,False,,stable
000158.SZ,net_margin,常山北明,20241231,20250429.0,软件服务,-1.8767600000000002,-0.9323305282889047,0.833981820329945,0.030281879727965713,,,down,1.9579698727701322,3.3447607742557612,high_volatility,increasing_vol,True,severe,-190.79423132870622,False,none,False,falling,bottom,True,False,-0.5159432911011208,-1.8825125,-0.6,0.22067136191984693,-2.2713080000000003,-6.9968,0.32462096958609654,10,5,False,,stable
000400.SZ,net_margin,许继电气,20241231,20250411.0,电气设备,-0.024399999999999977,-0.0034168201525682116,0.17831111959810544,0.4787857530725057,0.013305693900829585,0.013305693900829585,down,0.05472095325900453,0.3866834273666251,ultra_stable,increasing_vol,False,none,16.3489205865608,False,none,False,rising,top,True,False,0.07495014603868633,0.03682500000000011,0.0,1.0,7.0955699999999995,7.5614,1.0656508215689509,10,5,False,,stable
000403.SZ,net_margin,派林生物,20241231,20250424.0,生物制药,2.77316,0.12342680640100778,0.9538896592973494,0.004261904378790178,0.126958291706756,0.126958291706756,up,0.1919695013664087,4.454245303864617,ultra_stable,decreasing_vol,False,none,14.859848655373801,True,worsening,False,rising,mid_up,False,True,0.06922063265896905,2.7011458333333334,1.0,0.02748633611151033,24.589460000000003,28.0652,1.1413508064024178,10,5,False,,stable
000409.SZ,net_margin,云鼎科技,20241231,20250409.0,软件服务,1.2711299999999999,0.1783975698527321,0.7435114182908336,0.06007441422900803,0.1963058725953224,0.1963058725953224,up,0.3207150755656268,2.33615916773665,stable,stable,False,none,67.92220537068427,False,none,False,falling,mid_down,False,False,0.2566377922134542,1.3717124999999997,0.6,0.22067136191984693,7.665559,9.4112,1.2277252056895,10,5,False,,stable
000503.SZ,net_margin,国新健康,20241231,20250425.0,软件服务,27.407899999999994,0.8207633647998851,0.8977678913337145,0.01432343083694651,,,up,0.9403886593711608,45.549398608455846,moderate,decreasing_vol,False,none,88.16702943787035,True,worsening,False,rising,mid_up,True,False,1.055618110621113,25.719949999999997,1.0,0.02748633611151033,-40.21441000000001,-3.2129,12.516545799744781,10,5,False,,stable
000507.SZ,net_margin,珠海港,20241231,20250428.0,新型电力,0.26759000000000005,0.03063077513206962,0.7562554426834955,0.055388858810772615,0.03480696586495591,0.03480696586495591,up,0.05663285719872297,0.48822846393875885,ultra_stable,increasing_vol,False,none,5.0594835744220585,False,none,False,rising,top,False,False,0.024530470827445194,0.2613749999999999,0.8,0.0864107329737,8.754735,9.3255,1.0651950059025201,10,5,False,,stable
000509.SZ,net_margin,华塑控股,20241231,20250428.0,元器件,0.10618000000000008,0.02875899300161655,0.001922201901809847,0.94419534547225,,,up,2.0638297025188956,11.617297395478865,high_volatility,decreasing_vol,True,severe,-235.65496919367797,False,none,False,falling,mid_down,True,False,-0.7904103067905782,-2.30615,-0.4,0.4624327264504764,4.091628999999999,-1.0128,-0.24752977359384248,10,5,False,,stable
000513.SZ,net_margin,丽珠集团,20241231,20250327.0,化学制药,-0.24149000000000012,-0.01334380693341659,0.02492907482188514,0.7998073276655728,-0.009385210372131247,-0.009385210372131247,down,0.13620966661999814,2.361864722417438,stable,stable,False,none,25.996848318888127,False,none,False,rising,top,True,False,0.11535088801605164,-0.33752500000000074,-0.4,0.4624327264504764,17.219175,19.5091,1.1329869172013178,10,5,False,,stable
000516.SZ,net_margin,国际医学,20241231,20250423.0,医疗保健,-0.0788800000000002,-0.7440640821956385,0.2429943766988573,0.398800094883601,,,down,1.0458943918394388,18.54571568454558,high_volatility,stable,False,none,82.80308803251324,False,none,False,rising,mid_up,True,False,0.8781244330575377,0.0999000000000001,0.0,1.0,-17.755584,-7.5826,2.341622134887769,10,5,False,,stable
000519.SZ,net_margin,中兵红箭,20241231,20250424.0,专用机械,1.7247600000000003,0.22878233579058366,0.585626666080426,0.13161083900482487,,,up,1.5132490625838062,8.595587590269789,high_volatility,increasing_vol,True,severe,-165.98662317011195,False,none,False,falling,bottom,False,True,-2.9894957796716564,1.7773999999999992,0.2,0.8064959405073401,5.1548300000000005,-8.0505,-1.5617391844153927,10,5,False,,stable
000533.SZ,net_margin,顺钠股份,20241231,20250416.0,电气设备,-0.11704999999999996,-0.0225790554398841,0.01796976140005698,0.8298330995717125,,,down,0.8533789733400947,2.922157348090619,high_volatility,decreasing_vol,False,none,88.88124161189303,True,deterioration_to_recovery,False,rising,mid_up,False,False,0.3078869544423105,1.2223999999999997,0.2,0.8064959405073401,3.578297,5.4887,1.5338860916240322,10,5,False,,stable
000534.SZ,net_margin,万泽股份,20241231,20250307.0,生物制药,1.5375400000000004,0.1005297575963632,0.7165229054376099,0.07052323766206972,0.08550972090714071,0.08550972090714071,up,0.19390003675291353,2.9407965414152684,ultra_stable,increasing_vol,False,none,30.07557811618727,False,none,False,falling,mid_down,True,False,0.13118459470082988,1.2306958333333338,0.6,0.22067136191984693,15.93533,17.2968,1.0854372014887674,10,5,False,,stable
000536.SZ,net_margin,华映科技,20241231,20250415.0,元器件,-28.962579999999996,-2.056780611994023,0.6936659579956586,0.07993402614253405,,,down,1.29599822100642,53.48766097844436,high_volatility,stable,False,none,-24.931046934181524,False,none,False,rising,mid_up,False,False,-0.11127932277254926,-37.382149999999996,-0.8,0.0864107329737,-49.960174,-65.0446,0.7680910329220259,10,5,False,,stable
000537.SZ,net_margin,中绿电,20241231,20250429.0,新型电力,7.530340000000001,0.8864661155619127,0.2228742449840591,0.4220504298104897,,,up,0.9601044640234911,15.828301395980555,high_volatility,decreasing_vol,False,none,44.8836443984768,False,none,False,rising,mid_up,False,False,0.18523590939235324,5.252508333333333,0.8,0.0864107329737,18.745122000000002,30.8182,1.644065053297599,10,5,False,,stable
000550.SZ,net_margin,江铃汽车,20241231,20250329.0,汽车整车,0.45325,0.17769554084021766,0.8063615293353108,0.03851454405473754,0.17210043223589766,0.17210043223589766,up,0.31618037404666466,0.7911465319395642,stable,decreasing_vol,False,none,9.554540063487643,False,none,False,falling,mid_down,False,True,0.04328298343715287,0.4363083333333333,0.6,0.22067136191984693,2.6381750000000004,3.1406,1.1904441517336795,10,5,False,,stable
000551.SZ,net_margin,创元科技,20241231,20250408.0,专用机械,-0.008480000000000043,-0.001330953179470029,0.01899378465513027,0.8250818318187363,0.09376136946784097,0.09376136946784097,down,0.2098717163314487,1.4053136048583603,stable,stable,False,none,39.07714491708723,False,none,False,rising,top,False,False,0.16352729991612258,0.5764249999999999,0.4,0.4624327264504764,7.0161999999999995,9.0663,1.2921952053818306,10,5,False,,stable
000555.SZ,net_margin,神州信息,20241231,20250329.0,软件服务,-0.5320199999999999,-0.16620961902789333,0.45832028942893377,0.20936293089202604,,,down,3.2824268571079043,3.824224234142135,high_volatility,increasing_vol,True,severe,-411.71752397558856,False,none,False,falling,bottom,False,True,-1.8462189729785161,-1.508425,-1.0,0.02748633611151033,0.5295910000000001,-5.3631,-10.126871491396189,10,5,False,,stable
000566.SZ,net_margin,海南海药,20241231,20250412.0,化学制药,-19.4102,-0.12426356540602317,0.007200536654668814,0.8920878162608046,,,down,1.1932651593706562,66.19671883033178,high_volatility,stable,True,moderate,-120621.93113772455,False,none,False,falling,bottom,False,True,-2.9539371787698165,-18.548516666666668,-0.2,0.8064959405073401,-61.29834,-161.0173,0.38069412417175047,10,5,False,,stable
000572.SZ,net_margin,海马汽车,20241231,20250422.0,汽车整车,13.98743,-0.19097368779422236,0.008843376132713843,0.8804422489692606,,,down,1.2192865121159964,42.73879660864353,high_volatility,decreasing_vol,True,severe,76.500847279877,False,none,False,falling,mid_down,False,False,0.7236167462778247,16.454387500000003,0.2,0.8064959405073401,-30.856071,-15.5731,1.9813698621340645,10,5,False,,stable
000576.SZ,net_margin,甘化科工,20241231,20250419.0,电气设备,-0.5926199999999999,-0.10260853825994501,0.05815912069646566,0.6959458588805267,,,down,3.8540143167391347,74.97699656156547,high_volatility,stable,False,none,-83.75536609528383,False,none,False,rising,mid_up,False,False,-0.9023392112066276,-36.795612500000004,-0.6,0.22067136191984693,9.201904000000003,4.329,0.47044611636896,10,5,False,,stable
000591.SZ,net_margin,太阳能,20241231,20250424.0,新型电力,0.2162899999999997,0.01087408843131792,0.020416303551511177,0.8186933222829536,0.014137669505766004,0.014137669505766004,up,0.1214324184946892,2.133254297311973,ultra_stable,stable,False,none,34.34507009670106,False,none,False,rising,top,True,False,0.14737781067127043,0.12451249999999936,0.0,1.0,17.675565,20.3252,1.1499038361715737,10,5,False,,stable
000597.SZ,net_margin,东北制药,20241231,20250403.0,化学制药,1.43797,0.5794790609857456,0.8812150902901241,0.018037131510619142,1.4906971800263564,1.4906971800263564,up,0.7519336360711758,2.3421980829981055,stable,decreasing_vol,False,none,39.19372347774596,False,none,False,rising,mid_up,False,True,0.16178915424217832,1.42265,1.0,0.02748633611151033,3.546291,5.6418,1.5909015926780965,10,5,False,,stable
000625.SZ,net_margin,长安汽车,20241231,20250411.0,汽车整车,0.27179000000000003,0.055734697385090556,0.09182578469051894,0.6201620878534403,-0.004348491771903884,-0.004348491771903884,up,0.3038828709289599,1.446828892094708,moderate,stable,True,severe,-40.16940130260521,False,none,False,falling,bottom,False,True,-0.2515151070696271,0.05718333333333331,0.0,1.0,4.842677,3.8215,0.7891296487459312,10,5,False,,stable
000629.SZ,net_margin,钒钛股份,20241231,20250329.0,小金属,-0.3108299999999999,-0.041239059809795364,0.007774368527011067,0.8878810739715788,-0.011746324723865498,-0.011746324723865498,down,0.6089408518267115,3.8171091932246317,high_volatility,stable,True,severe,-75.82744144940344,False,none,False,falling,bottom,False,True,-0.6872224635007833,-1.374275,-0.4,0.4624327264504764,6.175191,2.1881,0.3543372180714734,10,5,False,,stable
000633.SZ,net_margin,合金投资,20241231,20250408.0,小金属,0.05038,0.019318108659649957,0.004592544608319922,0.9137807910325129,0.001130154694266361,0.001130154694266361,up,0.4750821526325915,1.7124431208072286,volatile,stable,False,none,113.22722496789508,False,none,False,rising,top,True,False,0.36476945900718427,0.11668749999999994,0.2,0.8064959405073401,3.6196340000000005,5.4793,1.5137718343898856,10,5,False,,stable
000636.SZ,net_margin,风华高科,20241231,20250415.0,元器件,-0.7153799999999999,-0.10633548135382775,0.34050505656851277,0.3016628239444082,-0.06045357174295385,-0.06045357174295385,down,0.5878329821229954,5.544969737068003,volatile,decreasing_vol,False,none,-23.533238231098423,False,none,False,rising,mid_up,False,False,-0.13301583780449278,-1.233275,-0.4,0.4624327264504764,8.883443999999999,6.7004,0.7542570201376855,10,5,False,,stable
000657.SZ,net_margin,中钨高新,20241231,20250425.0,小金属,-0.06731000000000006,-0.013363581211512664,0.18651748823988673,0.4677246243767829,0.23740209573007687,0.23740209573007687,down,0.2890089187557676,1.441281697656638,stable,stable,False,none,38.74237744515721,False,none,False,rising,top,False,True,0.16142115327840378,0.7770833333333333,0.4,0.4624327264504764,5.207903,7.0076,1.3455703764067803,10,5,False,,stable
000661.SZ,net_margin,长春高新,20241231,20250421.0,生物制药,-1.0965100000000008,-0.03049176008092953,0.5418898710174794,0.15610998040640484,-0.15026288027786183,-0.15026288027786183,down,0.22220290985531768,7.159657731204754,ultra_stable,increasing_vol,True,mild,-39.763208666371085,True,accelerated_decline,False,falling,bottom,False,True,-0.2532466822795125,-2.7400999999999964,-1.0,0.02748633611151033,30.201375,20.1068,0.6657577676513073,10,5,False,,stable
000670.SZ,net_margin,盈方微,20241231,20250422.0,元器件,-1.12076,-0.7380791293119306,0.8137327484334582,0.03624214435844433,,,down,1.5894042186672113,1.908238704931854,high_volatility,increasing_vol,False,none,-131.086543612721,False,none,False,rising,mid_up,False,True,-1.0343046530461135,-1.1966625,-0.6,0.22067136191984693,0.8643720000000001,-0.6383,-0.7384552021583298,10,5,False,,stable
000682.SZ,net_margin,东方电子,20241231,20250423.0,电气设备,-0.0005399999999999849,-5.744047372941985e-05,3.9262105292205366e-05,0.9920219993304362,0.03639632664901837,0.03639632664901837,down,0.052131053903621945,0.4808745657653361,ultra_stable,stable,False,none,8.834258174341752,False,none,False,rising,top,False,False,0.042092085462623,0.284383333333334,0.6,0.22067136191984693,9.35526,9.8458,1.0524346731143763,10,5,False,,stable
000710.SZ,net_margin,贝瑞基因,20241231,20250425.0,医疗保健,-0.9728399999999999,-0.08117362180530634,0.12244576039638684,0.5637319108931477,,,down,1.3703273061785453,18.299515285985034,high_volatility,stable,False,none,3.099131110679304,False,none,False,rising,mid_up,False,False,0.015715869275078287,-12.445625,-0.6,0.22067136191984693,-16.078795,-17.4533,0.9212466983321206,10,5,False,,stable
000720.SZ,net_margin,新能泰山,20241231,20250428.0,电气设备,-0.20439,-0.0643216927225575,0.1812839044670089,0.47474356515044114,,,down,2.5001729400879054,6.5001996269345454,high_volatility,stable,True,severe,-215.6255509196686,False,none,False,falling,bottom,True,False,-0.5653149089235218,-3.7526833333333336,-1.0,0.02748633611151033,-3.7481050000000007,-10.742,0.34892059206851617,10,5,False,,stable
000725.SZ,net_margin,京东方A,20241231,20250422.0,元器件,-0.34408500000000003,-0.1649672695867804,0.05605264156498235,0.7013952442447082,,,down,1.596729133247668,5.922108682302276,high_volatility,decreasing_vol,False,none,314.60408750128374,True,worsening,False,rising,mid_up,True,False,1.1728281770269693,-0.6778249999999999,-0.2,0.8064959405073401,3.2239140000000006,2.0896,0.6481562473440667,10,5,False,,stable
000727.SZ,net_margin,冠捷科技,20241231,20250429.0,元器件,-0.24737,-0.16251120818875248,0.36574464188745326,0.2799109763609758,-0.20180529779463952,-0.20180529779463952,down,0.5633880559075061,0.6164254074906387,volatile,stable,True,severe,64.52758055707264,False,none,False,falling,mid_down,False,False,0.10624720057321191,-0.28774999999999995,-0.4,0.4624327264504764,1.019929,0.6025,0.5907273937695663,10,5,False,,stable
000733.SZ,net_margin,振华科技,20241231,20250424.0,元器件,1.46768,0.06594990299559664,0.08593034329265888,0.632180603742517,0.05084311113095841,0.05084311113095841,up,0.3318889084174871,8.46751490934619,moderate,stable,True,severe,-43.27743776930044,False,none,False,falling,bottom,False,True,-0.2832543850671372,2.8239500000000017,0.4,0.4624327264504764,25.953404,18.6012,0.7167152331925323,10,5,False,,stable
000739.SZ,net_margin,普洛药业,20241231,20250311.0,化学制药,-0.50686,-0.05263054401875551,0.8622743339628782,0.02266154968328081,-0.04629584832834399,-0.04629584832834399,down,0.09007769999943445,0.8684030746145478,ultra_stable,decreasing_vol,False,none,-8.590068865530986,False,none,False,falling,bottom,False,False,-0.044631092110977155,-0.46987500000000026,-0.8,0.0864107329737,9.387170000000001,8.5748,0.913459541054439,10,5,False,,stable
000756.SZ,net_margin,新华制药,20241231,20250331.0,化学制药,-0.006199999999999939,-0.0010597593661614724,0.07328081556427227,0.659585748734592,-0.001343582242174124,-0.001343582242174124,down,0.04693470653516584,0.2720100917245536,ultra_stable,increasing_vol,False,none,1.1774230451081578,False,none,False,falling,mid_down,False,False,0.00576514127935801,0.05495833333333344,0.2,0.8064959405073401,5.82881,5.7488,0.9862733559680278,10,5,False,,stable
000762.SZ,net_margin,西藏矿业,20241231,20250402.0,小金属,-1.8360299999999996,-0.08721197588723024,0.30360415912840216,0.3357641377434114,,,down,1.1181637302330294,29.075946926368538,high_volatility,decreasing_vol,True,moderate,-73.98688355749424,True,growth_to_decline,False,falling,mid_down,False,True,-0.6728900971636804,5.059375,0.2,0.8064959405073401,28.040129,17.1749,0.61251144743307,10,5,False,,stable
000766.SZ,net_margin,通化金马,20241231,20250418.0,化学制药,0.3979799999999999,0.1190345408666417,0.4687298359277087,0.20223343004254113,,,up,3.7550127290739974,15.805148977690783,high_volatility,decreasing_vol,False,none,113.2721959084954,True,worsening,False,rising,mid_up,False,True,0.356454019659978,1.21135,0.8,0.0864107329737,-1.9880360000000001,4.2326,-0.4696961678400984,10,5,False,,stable
000788.SZ,net_margin,北大医药,20241231,20250425.0,化学制药,0.013329999999999976,0.006009154586110843,0.00574743019741576,0.9035659515748272,0.35601324463674056,0.35601324463674056,up,0.6709958326640522,2.0554749541164443,volatile,increasing_vol,False,none,149.3987117912059,False,none,False,rising,top,True,False,0.4432138954068907,0.554575,0.6,0.22067136191984693,3.349145,6.6986,2.0000925609371945,10,5,False,,stable
000800.SZ,net_margin,一汽解放,20241231,20250329.0,汽车整车,-0.515,-0.22942040606750505,0.48557191941481886,0.19100914281596226,-0.1656970612152654,-0.1656970612152654,down,0.6601619007704118,1.2610148563756098,volatile,decreasing_vol,False,none,17.302480717114854,False,none,False,falling,mid_down,True,False,0.057476815235051715,-0.3378083333333334,-0.4,0.4624327264504764,1.7556599999999998,1.1254,0.6410124967248785,10,5,False,,stable
000813.SZ,net_margin,德展健康,20241231,20250429.0,化学制药,-5.09521,-0.7528943163563329,0.09615070736501703,0.6116130106116324,,,down,11.168013530318447,21.697440046973284,high_volatility,stable,True,severe,66.32334883720931,False,none,False,falling,mid_down,False,False,0.5428366294887309,-7.605316666666667,-0.2,0.8064959405073401,-3.4713829999999994,-9.0506,0.3835528031290743,10,5,False,,stable
000821.SZ,net_margin,京山轻机,20241231,20250426.0,电气设备,1.17318,0.35336017182692736,0.6984393770302698,0.07792591244946301,0.493540370469044,0.493540370469044,up,0.5225749715452184,2.2995493562870095,moderate,decreasing_vol,False,none,-14.676816239316246,False,none,False,rising,mid_up,False,True,-0.07835340728509932,1.2100125,0.6,0.22067136191984693,4.7523740000000005,5.7501,1.2099426518199112,10,5,False,,stable
000823.SZ,net_margin,超声电子,20241231,20250320.0,元器件,-0.7563799999999998,-0.13391074119157115,0.6408067723052219,0.10370317038475438,-0.10789214479979592,-0.10789214479979592,down,0.2538876267320065,1.5111950095867837,stable,increasing_vol,False,none,-39.735117128734146,False,none,False,rising,mid_up,False,False,-0.24935332716841851,-0.6698624999999998,-0.4,0.4624327264504764,5.725306,4.4866,0.7836437039347767,10,5,False,,stable
000831.SZ,net_margin,中国稀土,20241231,20250428.0,小金属,-0.8236399999999999,-0.04196117566424125,0.042703380593638846,0.7387724549078732,,,down,1.3527192903088683,10.05849599010707,high_volatility,stable,True,severe,-182.7887233701746,False,none,False,falling,bottom,False,False,-3.0203804738810622,-4.219241666666667,-0.6,0.22067136191984693,5.962808000000001,-9.3033,-1.5602212917135683,10,5,False,,stable
000856.SZ,net_margin,冀东装备,20241231,20250327.0,专用机械,0.10224000000000003,0.07759427358524884,0.3079169072579727,0.33162698578486505,,,up,1.0890466432939223,0.6188398645853385,high_volatility,stable,True,severe,42.56435481226431,False,none,False,falling,mid_down,False,False,0.10436419483487475,0.35013750000000005,0.8,0.0864107329737,0.6676540000000001,0.8695,1.302321262210666,10,5,False,,stable
000862.SZ,net_margin,银星能源,20241231,20250325.0,新型电力,1.4699399999999998,0.2414809523524286,0.38747652380881276,0.26210897529146676,0.27056303394338754,0.27056303394338754,up,0.4992428829402506,4.418758817473522,volatile,decreasing_vol,True,severe,-44.726993570674594,True,growth_to_decline,False,falling,mid_down,False,True,-0.29490787926704765,1.9443375,0.4,0.4624327264504764,9.291902,7.488,0.8058629976941212,10,5,False,,stable
000868.SZ,net_margin,安凯客车,20241231,20250325.0,汽车整车,0.2501199999999999,-0.22416598825772524,0.020545340307422506,0.8181252195401353,,,down,1.2265613993569988,9.265469341970757,high_volatility,stable,False,none,102.28162680911501,True,deterioration_to_recovery,False,rising,mid_up,True,False,1.9684969391526757,1.64065,0.0,1.0,-7.4789840000000005,0.3968,-18.84824596774194,10,5,False,,stable
000880.SZ,net_margin,潍柴重机,20241231,20250328.0,专用机械,0.11592999999999991,0.025956740669364375,0.5181867688475847,0.17032013975658514,0.08662358204348708,0.08662358204348708,up,0.12240376232178805,0.5005726340901986,ultra_stable,stable,False,none,13.439685851024668,False,none,False,rising,mid_up,False,False,0.06143664190244902,0.30024999999999996,1.0,0.02748633611151033,4.240945,4.6221,1.0898750160636368,10,5,False,,stable
000915.SZ,net_margin,华特达因,20241231,20250321.0,化学制药,4.638490000000001,0.12203502626556002,0.916731878523927,0.010464574135951954,0.12664008693813944,0.12664008693813944,up,0.19022733996175833,7.575815227617422,ultra_stable,decreasing_vol,False,none,10.573792029128311,False,none,False,rising,mid_up,False,True,0.050243932575561256,4.891675000000001,1.0,0.02748633611151033,42.144305,47.1323,1.1183551371887612,10,5,False,,stable
000919.SZ,net_margin,金陵药业,20241231,20250329.0,化学制药,0.02140000000000004,0.00545424658559428,0.030971458129896417,0.7770883515617963,-0.3815872161121595,-0.3815872161121595,up,0.5098055391116475,1.8193532235385188,volatile,stable,True,severe,-87.16661584293121,False,none,False,falling,bottom,False,False,-0.8168431727872592,-0.798525,-0.4,0.4624327264504764,3.3291850000000003,0.5471,0.16433451430305013,10,5,False,,stable
000922.SZ,net_margin,佳电股份,20241231,20250331.0,电气设备,-0.043560000000000085,-0.006961238286785987,0.0056182306633411625,0.9046539499158084,-0.2075719275160398,-0.2075719275160398,down,0.43795227922334184,4.303809602201286,moderate,decreasing_vol,True,moderate,-30.79753725714053,True,improving,False,falling,mid_down,True,False,-0.18267034208593258,-1.5172249999999998,-0.6,0.22067136191984693,9.240608,6.7889,0.7346810945773266,10,5,False,,stable
